CustomerId,Surname,CreditScore,Tenure,Balance,EstimatedSalary,Exited
15724620,Dodds,538,1,134752,162512,0
15800856,Ewen,643,3,83132,21361,0
15671097,Carter,428,2,0,54487,0
15683930,Ch'iu,593,9,134097,53931,1
15749004,Tsao,718,0,118101,103165,0
15800434,Burgess,811,10,76915,146360,1
15709117,Fanucci,823,3,81577,28371,1
15638806,Blackburn,645,2,0,10023,0
15662294,Bennett,710,10,118327,192929,0
15690079,Boniwell,591,8,124858,50486,0
15759317,Vasilieva,748,2,90972,131662,0
15750497,Longo,850,7,153148,152235,0
15596181,Kwemto,542,8,65942,68093,1
15576602,Lawrence,809,3,0,80061,0
15644833,Duncan,675,2,0,149584,1
15734634,Bocharova,607,5,100912,7631,0
15808689,Morres,850,4,0,33083,0
15720702,Shih,789,3,0,121884,1
15665077,Vogel,598,5,0,100723,1
15763612,T'an,756,2,124439,47093,0
15596493,Wisdom,687,7,0,177624,0
15704483,Lorenzo,724,6,0,106149,0
15598846,Shahan,700,2,58782,16875,0
15629244,Bryant,635,7,159454,54561,1
15765537,Liang,687,2,142722,153606,0
15729975,Chidozie,613,8,167796,44390,0
15682773,Hayward,781,3,128346,63219,0
15688007,Liu,703,3,165261,41627,0
15574331,Alexeeva,593,3,118234,24766,1
15645572,Calabresi,743,6,0,28281,1
15742854,Lettiere,640,8,0,89043,0
15575417,Chou,849,7,143453,17294,0
15796721,Nnamutaezinwa,778,3,145018,126702,0
15734942,Nnamutaezinwa,539,8,82408,13123,0
15664772,Greece,489,1,79461,167974,0
15576683,Yin,568,9,0,125871,1
15682563,Larionova,618,5,126474,91972,0
15650889,Golubev,710,10,133537,155594,0
15612108,Norman,625,5,164978,67788,0
15761132,Capon,682,7,128030,62615,0
15645511,Chukwudi,727,2,97403,107415,1
15609824,Fedorov,794,7,176845,166526,1
15640268,Avdeeva,652,4,0,120107,0
15645778,Reid,670,3,81589,188228,0
15691104,Kennedy,460,6,119508,91561,1
15714567,Chan,568,6,0,166495,0
15777826,Wofford,643,5,94444,165614,0
15668445,Mai,521,2,0,86372,0
15576162,King,615,7,92200,2756,0
15778135,T'ao,575,3,0,83595,0
15613141,Hsu,717,3,135757,103706,0
15635435,White,648,9,120633,5924,1
15596552,Stephens,535,5,134543,58204,1
15623644,Frolov,626,7,0,49362,0
15683403,Lombardi,611,7,0,73585,1
15615029,Munro,734,6,0,95135,0
15769005,Hayward,709,4,154344,38795,0
15746326,Fields,591,3,0,198926,0
15722364,Onwumelu,664,9,189027,56100,0
15704954,Suffolk,431,0,120764,117023,0
15694409,Tsao,647,3,97976,62083,0
15754068,Judd,578,4,0,141823,0
15683841,Hamilton,555,10,113270,185387,0
15789095,T'ang,775,4,0,57461,0
15719958,Degtyarev,850,3,124549,120380,0
15689514,Kang,625,8,201696,133021,1
15621353,Hudson,645,7,0,13590,0
15627232,Jibunoh,608,7,114203,77830,1
15745843,Kinlaw,689,4,0,136610,0
15722902,Chizuoke,652,8,125438,17161,1
15791767,Lucciano,769,7,0,176844,0
15792722,Omeokachie,611,8,64898,114996,0
15723006,Gorbunova,489,8,0,196991,0
15771942,Tikhonov,528,9,135556,133146,1
15774738,Campa,632,3,107765,185668,0
15574004,Mancini,429,6,117307,24020,0
15587233,Donoghue,457,8,73700,185750,1
15808228,Tuan,768,6,60603,178046,0
15682834,Johnstone,715,4,40170,199857,0
15571752,Romani,668,10,92042,43596,0
15743067,Fuller,625,3,130484,122811,0
15714466,Baxter,846,5,0,3440,1
15617982,Pirozzi,661,3,0,35989,0
15696637,Sung,571,10,151097,17164,0
15690647,Rogers,582,8,67563,44506,1
15672756,Mills,716,8,112808,17848,0
15704586,Osonduagwuike,758,7,0,76210,0
15674526,Byrne,725,4,86460,141477,0
15775295,McIntyre,630,0,118633,60032,1
15684196,Aitken,627,2,159441,100686,1
15727281,Macintyre,653,9,0,96429,0
15787835,Simpson,775,4,125213,15796,1
15730540,Simpson,794,8,88656,116547,0
15646276,Metcalfe,831,2,146034,191261,0
15582180,Lees,561,9,120268,173870,0
15697095,Zetticci,705,7,0,117273,0
15748797,Dale,636,0,0,92277,1
15754796,Byrne,487,4,135071,44244,1
15628947,Praed,693,3,0,78133,1
15775546,Laurens,517,5,0,103403,0
15670481,Woods,684,9,122550,137836,0
15619029,Bykov,620,2,0,20670,0
15613282,Vorobyova,757,8,130306,77469,0
15721487,Pirogova,739,6,0,57572,0
15797276,Sturt,662,4,90351,75885,1
15612494,Panicucci,359,6,128748,146956,1
15629617,Cook,572,2,126874,67040,0
15600821,Hardy,721,2,108424,178418,0
15579062,Chu,707,9,0,30807,0
15814268,Franklin,444,5,84350,143836,0
15710164,P'eng,523,7,0,130884,1
15693904,Chiang,685,4,84959,194344,0
15588986,Grant,673,4,99097,9797,0
15797733,Udobata,503,10,136623,47310,0
15620507,Siciliani,485,5,156772,141148,0
15685150,Evans,799,7,167658,111138,0
15667651,Young,585,8,0,114182,0
15774166,Mitchell,607,2,109484,127561,0
15649280,Lucchese,521,9,134505,18082,0
15705657,Hewitt,535,2,114428,136330,0
15753969,K'ung,724,5,83889,34122,0
15742378,Swaim,520,5,110030,56247,0
15794874,Quinones,696,9,127524,191417,0
15589221,Kennedy,657,1,139762,23318,0
15596671,Endrizzi,603,8,91611,144675,1
15583668,Ludowici,726,2,109472,175161,0
15710206,Larson,591,4,150501,14929,0
15799966,Chigolum,792,9,101610,161479,1
15794560,Maclean,550,5,0,133502,0
15626485,Lu,601,8,78892,23704,0
15703143,Tuan,820,3,82345,115985,0
15809772,Glover,667,2,0,43229,0
15687959,Landman,573,4,0,94863,0
15585282,Trevisano,755,1,127706,142378,0
15714993,Longo,552,9,124349,135635,0
15596021,K?,598,8,0,148488,0
15646615,Muir,576,1,119336,58977,0
15742632,Alexeyeva,670,9,0,76255,0
15574068,Norman,504,9,104217,55857,1
15806967,Simmons,778,7,0,77867,0
15796334,Chukwualuka,558,10,144757,22878,1
15688713,McCall,627,6,0,114470,0
15796179,Moore,683,8,0,96755,0
15598751,Ingram,556,6,0,125155,1
15703019,Okeke,583,10,0,113598,0
15646302,Shao,705,7,100170,121409,0
15680855,Iloabuchi,637,2,145732,109219,0
15697311,Nebechukwu,697,5,110802,50230,1
15585367,Diribe,555,4,120393,177720,1
15726556,Macgroarty,594,6,135068,131212,0
15676242,Artemova,632,3,136556,82153,1
15684198,McDonald,551,10,0,216,0
15774882,Mazzanti,687,3,99587,1713,1
15714227,Kelly,672,7,0,136910,0
15608653,Davison,521,7,70731,20244,1
15784280,Reilly,686,2,109343,86043,0
15789546,Ojiofor,639,8,0,126561,0
15590320,Shelton,850,4,0,64351,0
15678385,Lange,465,2,78247,10472,0
15571778,Trentini,817,10,117561,95942,1
15657085,Gardiner,578,10,88980,125222,0
15640627,Wan,611,4,0,170951,0
15566211,Hsu,616,1,103561,236,1
15669293,Hovell,517,5,113309,31517,0
15595067,Zhirov,637,6,0,181611,0
15753566,Espinosa,806,3,63763,156593,0
15650391,Wallace,633,7,169988,4272,0
15681843,Barbour,624,0,180303,163588,0
15814846,Ozerova,691,3,0,175844,1
15670374,Wright,819,1,120657,166164,1
15762332,Ulyanova,568,1,61592,61797,0
15700223,Steiner,806,4,164702,21439,0
15729956,Akabueze,726,1,80780,19226,0
15594862,Aleksandrova,552,8,0,132547,0
15598782,Pinto,755,6,154221,62689,0
15745080,Griffiths,634,8,0,21761,0
15703399,McNeil,756,5,101641,154461,0
15732175,Bruno,776,2,0,8065,0
15630725,Johnson,649,5,92787,173366,1
15640260,Okorie,595,8,131082,69429,0
15716822,Moen,646,5,98015,12757,0
15583748,McGuigan,592,8,0,180426,0
15605968,Fancher,574,8,97460,43094,0
15790683,Matthews,850,1,104077,68594,0
15607713,Kaeppel,850,1,0,197997,0
15700212,Shih,475,10,0,122953,1
15626710,Yudina,642,4,0,76821,0
15716491,Akabueze,710,4,93657,141401,1
15625824,Kornilova,596,6,121346,41922,1
15617705,Ozioma,609,8,141675,175664,0
15761976,Su,797,8,0,117917,0
15634891,Jamison,504,7,102365,194691,1
15744517,Esposito,735,9,0,166677,1
15686963,Hardiman,680,3,0,160132,0
15808189,Woodard,449,6,0,123622,0
15580845,Chienezie,685,7,101869,113484,0
15799156,Okwuadigbo,569,8,0,79619,0
15694296,Chineze,631,9,112392,24472,0
15677049,O'Brien,595,7,106570,177026,0
15583595,Tao,461,8,0,103350,0
15590146,Mao,630,1,81948,63606,1
15801548,Buckland,661,7,144162,14491,0
15660833,Flannery,796,5,86351,105081,0
15762277,Jamieson,710,5,158623,83500,1
15791302,Swift,741,8,0,143599,0
15798975,Doherty,606,4,132404,36092,1
15599956,Payne,747,10,0,13008,0
15577274,Genovese,549,3,134986,6101,0
15701200,Lucciano,576,6,0,48314,0
15638149,Rowley,528,6,103772,197112,0
15786199,Hsing,535,2,133040,110300,0
15701765,Vincent,575,0,0,30114,0
15586974,Pearce,656,10,0,98895,0
15729040,Lamb,440,2,0,49827,0
15788676,Riley,539,8,71461,10074,0
15602497,Honore,850,6,133214,20770,0
15701333,Blackburn,646,7,96559,163427,0
15812071,Endrizzi,744,6,93806,140069,0
15634375,Duncan,710,8,0,83206,0
15738267,Macarthur,544,3,124044,111403,1
15786800,Gould,723,5,131695,92874,1
15591130,Medvedev,507,6,0,94781,0
15720662,Sholes,787,1,106267,16607,0
15751531,Shaw,598,8,0,161954,0
15653595,Ts'ai,796,6,0,194733,0
15568360,Rolon,569,4,139840,163525,0
15781210,Reid,711,8,0,48260,0
15668058,Chinwendu,661,8,124099,86678,0
15597131,Fu,415,5,145808,3065,0
15697283,Mackenzie,578,8,0,112125,0
15640953,Bligh,611,2,107509,120802,0
15715031,Davidson,600,6,0,52193,0
15589660,Lamble,661,1,145980,56636,0
15769818,Moore,850,3,212778,69373,0
15782736,Jose,573,4,152522,164038,1
15614818,Trevisani,764,9,168965,118983,0
15794014,Schofield,838,8,0,27472,0
15732448,Stewart,821,8,0,36754,0
15723411,Jamieson,607,4,98266,46416,0
15797686,Howard,558,8,113001,152872,0
15605950,Onwuamaeze,530,1,137061,165227,0
15812497,D'Albertis,654,5,112146,75927,0
15690678,Brooks,530,4,129307,172930,0
15747677,Gordon,656,6,163975,36109,0
15618926,Nwachukwu,520,7,0,36203,0
15673908,Chinweike,602,6,158415,131886,0
15727944,Simpkinson,701,1,92073,133992,0
15807294,Walker,653,2,88243,96658,0
15618581,Diribe,668,8,0,135112,0
15584364,Trentini,652,4,59486,163944,1
15599552,Conway,639,2,0,53844,0
15749177,Maslow,730,7,0,122399,0
15718779,Clark,780,1,0,64804,0
15568106,L?,592,8,119278,19371,0
15779481,Swadling,628,4,158741,126193,0
15709994,Gallo,658,7,140597,135459,1
15772777,Onyemachukwu,850,10,0,94815,0
15706815,Samoylova,515,2,90433,188366,1
15618018,Dickson,571,1,104784,178513,0
15671032,He,760,0,77993,97906,0
15634281,P'an,720,10,110823,72862,0
15766374,Leak,632,4,119625,195979,0
15600991,Artemieva,694,6,109053,19449,1
15777576,Frost,559,5,139129,32636,0
15742613,Warner,773,8,152325,171733,0
15649523,Kennedy,581,1,0,46176,0
15651063,Ifeatu,524,9,127481,179635,0
15683124,Evans,713,6,115029,191521,1
15618314,Chu,676,8,114006,67998,0
15670823,Hsueh,651,1,116647,44732,1
15607133,Shih,717,1,110864,124533,1
15615012,Fan,594,5,156268,160968,0
15725141,Whiddon,716,3,109528,27342,1
15623560,Onyekachukwu,668,6,102483,53995,0
15693018,Ermakova,678,10,115564,91634,0
15636756,Marino,545,2,0,189613,0
15647474,Niu,613,9,95624,60706,0
15576714,Manna,687,8,0,154767,0
15585047,Onyemere,715,7,160377,196853,0
15743976,Archer,618,8,37703,195775,0
15793881,Mitchell,721,6,118274,3087,0
15576517,Everingham,445,7,131082,70618,0
15631072,Huie,690,1,94456,55034,0
15730394,Crowther,709,8,0,168036,1
15631460,Swift,671,3,0,128449,0
15692002,Skelton,538,6,93791,199249,0
15595282,White,735,4,0,149475,0
15789548,Giordano,592,7,0,126726,0
15758035,Bateson,747,7,155973,147554,0
15617518,Hu,675,7,89410,149400,0
15651802,Day,632,5,97854,93536,0
15631813,Beneventi,621,6,0,58884,0
15729668,Elizabeth,521,3,60281,154271,0
15741728,Atkins,591,7,135217,122023,0
15576676,Serrano,706,6,124923,50299,0
15711378,Willis,677,4,0,187801,0
15765520,Stevenson,769,7,188614,171344,0
15656726,Ch'ien,771,5,62322,40921,0
15647842,Cunningham,601,8,120783,63941,1
15719309,Stephens,670,1,115962,29484,0
15748718,Gordon,517,2,115063,179056,0
15594404,Bevan,834,8,160602,129274,0
15751158,Mashman,571,4,108825,55559,1
15593470,Tu,576,8,166288,23306,0
15695129,Milanesi,718,1,152664,17129,0
15640865,Romano,636,9,80845,74642,0
15714080,Goliwe,566,2,97001,154486,0
15648721,Hsueh,711,4,0,3186,0
15801466,Gray,574,2,122525,88464,0
15750248,Wright,619,8,132293,65683,0
15758726,Chiemeka,588,0,0,140586,0
15781553,Chung,760,9,91503,117233,1
15649121,Pinto,665,3,0,116137,1
15674811,Kellway,739,3,59386,105534,0
15646037,Sopuluchi,641,9,0,81514,0
15722578,Spitzer,685,6,97957,164966,0
15665695,Potter,594,4,0,23632,0
15801062,Matthews,557,4,0,105434,0
15662955,Nicholls,697,8,141224,90591,0
15770309,McDonald,656,10,151763,127014,0
15657386,Fiorentini,712,1,141750,90905,0
15777797,Kovalyova,689,5,75075,8652,1
15783955,Miah,697,4,165686,15468,0
15804516,Builder,589,2,0,79915,0
15681758,Baddeley,525,10,0,69362,0
15630321,Hu,680,3,0,86935,0
15588248,Hs?,617,0,0,7598,1
15591932,Ford,680,5,92962,116958,0
15810347,Todd,662,9,0,157885,0
15595303,Johnston,736,5,130813,77982,1
15634950,Obiajulu,657,8,107175,126370,1
15685372,Azubuike,350,1,152677,191973,1
15745827,Padovesi,617,3,132006,142940,0
15755868,Farmer,562,7,0,48870,0
15735222,Ignatieff,705,5,0,73132,0
15604804,Lu,516,7,127306,120037,0
15718944,Artemiev,573,6,0,193995,0
15678626,Okonkwo,538,0,0,179454,0
15571550,Dore,699,9,0,80964,0
15723053,T'ang,504,8,170291,15659,0
15661528,Ashbolt,583,5,102562,92708,0
15754177,Bazarova,712,2,111061,26542,0
15683544,Buccho,626,3,0,65011,0
15708048,Burn,631,4,124379,106893,0
15701109,Andreyev,663,7,0,185211,0
15600110,Endrizzi,506,3,57746,4035,0
15651533,Brown,570,5,129294,177805,1
15777904,Nock,703,7,0,68832,0
15655574,Okeke,698,8,150777,114733,0
15569423,Cunningham,731,4,0,22299,0
15718106,Kelley,625,6,0,197283,0
15585067,Wilson,634,9,108632,179486,1
15675501,Woods,616,5,153861,17699,0
15633233,McFarland,500,1,100375,118491,1
15667134,Cisneros,446,8,0,133293,0
15659105,Borchgrevink,669,9,61197,58170,0
15575409,Rozhkova,581,6,116892,107137,0
15752342,Bradley,704,6,133657,145071,1
15654851,Obialo,748,2,92912,85495,0
15741429,Hudson,680,9,119826,101139,0
15682356,Veltri,655,7,111853,10511,0
15806447,Mazzanti,690,0,106684,137916,0
15800229,Thorpe,695,7,139022,193383,0
15663441,Golibe,700,4,148571,189827,1
15791991,Udinesi,773,4,0,144113,0
15775082,Stewart,749,1,129777,143539,0
15579706,Curtis,611,5,0,77677,1
15718247,Hayden,606,8,0,183718,0
15755722,H?,554,10,0,92181,0
15582259,Campbell,567,7,0,28691,0
15716994,Green,559,3,114740,85891,1
15586880,P'eng,594,2,122546,42050,0
15713854,Cremonesi,513,6,0,110142,0
15780835,Liang,652,1,131908,179270,0
15675896,Gough,680,7,105723,90558,1
15658459,Bates,784,10,0,162022,0
15658057,Padovesi,812,8,0,66927,1
15801767,Yin,784,8,0,108891,0
15569178,Kharlamov,570,4,82767,71812,0
15731478,Nicholls,712,1,87843,92224,0
15811236,Burns,705,6,133261,78066,0
15746749,Fleming,681,3,0,59680,0
15662758,Watson,620,0,97925,85000,0
15709387,Obiajulu,711,5,0,159809,0
15572093,Han,613,7,140454,129001,0
15713826,Ferguson,613,0,117356,113558,1
15570205,Tao,682,5,0,147759,0
15589348,Le Grand,850,4,137205,28866,0
15804610,Valdez,601,1,0,160607,0
15700854,Cunningham,595,8,0,100016,1
15758836,Godfrey,675,3,54098,54479,0
15772933,Mai,591,8,0,141677,0
15809006,Walker,602,7,113758,84078,0
15689612,Pirozzi,554,8,0,106981,0
15744614,Feng,541,9,118637,73551,0
15704250,Akabueze,506,7,0,115842,0
15700255,Robson,814,8,95489,107014,0
15669410,Yevdokimova,683,8,110830,24939,0
15807595,Ijendu,485,7,144245,51113,0
15664523,Colombo,696,8,122022,33829,0
15642833,Akubundu,608,8,0,128876,0
15605279,Francis,792,9,0,194701,1
15713644,Marshall,686,5,0,158974,0
15750466,Rhodes,790,1,85840,198183,0
15739054,Y?,654,4,96975,141404,0
15612771,Bell,452,4,148172,4176,0
15788483,Kerr,719,0,0,126876,0
15732832,Jideofor,707,5,0,41053,0
15772892,Robertson,699,2,0,105760,0
15713843,Kao,850,2,0,27937,0
15567993,Palmer,828,8,134767,79356,0
15617603,Mackay,850,5,123211,102180,0
15744983,Burgmann,712,1,139887,95720,0
15630419,Davis,634,9,149961,57122,0
15738828,Milano,730,6,152881,162478,0
15778025,Dellucci,685,9,108589,194809,0
15799479,Coles,809,9,0,124046,0
15684269,Gray,707,3,56674,17987,1
15762745,Macvitie,648,8,0,133653,0
15746970,Townsend,760,1,0,25101,0
15725024,Pope,805,3,105664,33331,0
15592116,Jensen,585,7,0,2401,0
15624391,Thomson,595,5,100684,178361,0
15567422,Chiazagomekpele,630,6,0,162698,0
15612627,Ozuluonye,627,5,139542,80607,0
15574879,Wright,631,2,121802,23147,0
15745107,Lung,776,5,112282,89894,0
15734491,Lombardo,676,4,0,3173,0
15675320,Leonard,758,5,93500,123219,0
15643824,Johnston,637,0,132256,74588,0
15643438,P'eng,850,7,0,31289,0
15721730,Amechi,601,4,0,58561,0
15680727,Fang,735,5,121973,148804,0
15752508,Docherty,614,7,99463,51117,0
15808846,Horton,672,3,165879,164537,0
15727251,Vincent,642,8,117494,61978,0
15663489,Onio,633,0,138577,193363,0
15683677,Schiavone,769,9,0,47723,0
15596414,Chandler,796,8,107525,18510,0
15730639,Fiorentino,715,7,139225,65058,0
15672132,Butusov,695,7,121454,46375,0
15742638,Wang,747,4,0,42040,0
15578603,Alexeieva,584,1,77354,138193,1
15726088,Vinogradova,476,6,0,22735,0
15682533,Hughes,850,7,79260,186911,0
15772995,Ts'ao,529,2,116295,75285,0
15765694,Bage,584,1,0,130260,1
15659486,Yudina,586,9,74310,15035,0
15568963,Naquin,674,2,152798,175709,1
15703820,Endrizzi,552,9,133701,101070,1
15569410,Tang,601,7,114430,153012,0
15632256,Schroeder,541,7,127505,86174,0
15724466,Swearingen,744,2,84113,197549,0
15777639,McGregor,595,10,101127,37043,0
15802501,Onyeorulu,724,5,103565,121086,0
15778410,Clarke,533,7,0,194114,1
15670702,Smith,618,2,168178,101273,0
15704763,Kozlova,523,1,143903,118712,1
15645544,Nekrasov,642,5,129754,583,0
15757646,Olague,584,9,0,192381,0
15701121,Holt,521,5,110641,136508,1
15796313,Olsen,662,4,166909,138871,1
15815660,Mazzi,758,1,154139,60729,0
15602844,Niu,717,7,97459,189176,0
15636238,Graham,611,1,0,102548,0
15770101,Millar,766,6,112088,36707,0
15645543,Bell,636,3,0,44756,0
15596397,Kelly,814,7,0,132870,0
15770525,T'an,760,1,141039,16287,0
15684267,Davila,607,2,84469,121945,0
15689980,Willis,725,4,118520,131174,1
15633260,Dumetochukwu,600,1,142663,88670,0
15756471,Giles,656,4,118627,160835,0
15721303,O'Meara,640,1,137523,24761,0
15802256,Yao,439,7,110976,138527,0
15725664,Wallace,549,8,107283,157443,0
15674851,T'ien,622,5,0,105296,0
15701946,Ndubueze,715,4,124314,97783,0
15748947,Chukwuraenye,657,5,95858,68256,0
15673342,K'ung,703,2,0,108791,0
15601008,Stevenson,802,8,0,143706,0
15771636,Marshall,793,0,0,148993,0
15642002,Hayward,554,6,117707,95277,1
15693381,Tipton,533,1,135289,152956,0
15607691,Gibson,658,8,174060,94926,0
15589380,Fraser,713,3,114447,87308,0
15603846,Fang,711,2,0,83979,1
15753549,Dubinina,669,1,157849,37544,1
15725355,Morey,439,8,0,104889,0
15773017,Todd,763,6,0,149705,0
15625641,Forbes,697,3,108071,16446,0
15776467,De Salis,702,8,14263,54689,0
15746451,Barry,686,7,102750,194914,0
15777922,Afamefuna,629,1,161758,146372,0
15606841,Ibbott,823,1,0,156604,0
15757648,Marshall,683,5,95699,182567,0
15677173,Law,555,9,124969,60194,0
15764170,Pinto,647,4,93960,36580,1
15610446,Chinedum,714,4,88309,5863,1
15612776,McKay,850,10,0,143030,0
15794122,Otutodilinna,713,3,0,62700,0
15774931,She,452,7,112936,99017,0
15779247,Pai,683,8,98567,187987,0
15707078,Kruglov,577,1,180531,123455,0
15605263,Chin,552,5,140932,10922,0
15607381,King,769,7,148914,53817,0
15683471,Hansen,691,7,0,81617,0
15605037,Ting,818,2,0,192299,1
15576085,Stone,739,5,0,143882,0
15770435,McLean,639,6,115335,53130,0
15592994,Zikoranachidimma,651,0,0,190454,0
15624068,Fu,779,0,0,111906,0
15595221,Trevisano,850,7,134678,113178,0
15637131,Fallaci,829,9,0,30530,0
15613471,Wiley,579,2,90547,18800,0
15583499,Chiagoziem,510,9,103325,46128,0
15752816,Murray,531,3,114591,75585,0
15804075,Chuang,628,3,91287,63086,0
15800517,Huang,633,5,163340,74415,0
15712319,Chukwukere,714,8,150900,139889,0
15797389,Hsia,604,9,124577,7267,0
15621432,Lee,630,1,0,186826,0
15779390,Theus,850,4,91293,162149,0
15711219,Jennings,788,8,93717,180150,1
15770498,Parker,798,4,111723,83478,0
15678727,Tan,770,4,110766,26164,1
15573893,Barry,569,9,173459,44381,0
15740104,Tuan,425,7,169650,136365,1
15792649,Patterson,547,9,0,99294,0
15605275,Ofodile,725,8,116917,173464,1
15572467,Chandler,506,5,0,127544,0
15738219,Nash,632,7,0,52527,0
15600710,Atkinson,620,0,0,32589,0
15804394,Brenan,663,8,130628,47161,1
15694188,Obidimkpa,700,5,56581,45424,0
15583718,Terry,696,6,142316,8018,0
15802478,Spring,767,6,0,195668,0
15619343,Mahmood,561,7,152759,133167,1
15758813,Campbell,350,0,109733,123602,1
15761374,Bellucci,706,9,117445,186239,0
15569209,Amaechi,464,5,76002,158669,0
15788539,Foxall,501,3,107748,9249,0
15747222,Bentley,745,8,0,116581,0
15769346,Baird,587,1,134997,44688,0
15699634,Howard,667,2,0,148608,0
15589076,Henry,737,9,0,188671,1
15812338,Sopuluchukwu,485,7,0,107067,0
15758845,Rocher,590,0,64345,61759,1
15685844,White,518,8,141666,192777,0
15583090,Komar,581,8,0,46735,0
15587581,Russo,785,5,136625,169118,0
15633640,Loewenthal,799,4,161210,89081,0
15573741,Aliyeva,698,10,95011,105228,0
15633574,Montes,730,4,167545,128247,0
15711455,Kuo,740,4,109045,94555,1
15570601,Cheng,785,9,122032,33824,1
15690925,McIntosh,527,2,27756,97468,1
15709338,T'ao,544,1,118561,164137,0
15780746,Tyndall,705,4,0,191314,0
15681956,Bailey,684,9,0,65258,0
15778190,Onyekaozulu,639,8,97841,178223,0
15786852,Nwachukwu,565,2,158651,179445,0
15726494,Romani,481,9,175303,65501,1
15641183,Chin,731,8,96950,97878,0
15805312,Bellucci,607,7,123860,113052,0
15636572,Christmas,760,7,0,105969,0
15632575,Moore,559,9,0,122997,0
15740164,Genovesi,715,3,85228,68087,0
15574947,Cartwright,656,8,97786,21478,0
15597909,Johnstone,652,7,128136,158438,0
15782574,Warner,624,6,0,76552,0
15734999,Stephenson,634,2,85996,15888,0
15706593,Ellis,850,10,0,33742,0
15766686,Nebechi,659,1,104502,20653,0
15590268,Chu,529,5,95773,112782,0
15763055,Onuchukwu,572,5,98109,119997,0
15664754,Steele,640,9,131607,6981,1
15643630,Quaife,770,9,63127,185211,1
15641043,Scott,648,7,0,78436,0
15768095,Yeh,579,9,0,139048,0
15811314,Y?,589,9,140356,136330,0
15669922,Conti,530,2,0,14722,0
15707114,Holder,831,2,0,3430,0
15670602,Burgess,790,7,107418,160450,0
15713479,Ozuluonye,656,6,0,1485,0
15663830,De Luca,563,6,0,19720,0
15566958,Li Fonti,667,7,167557,41183,0
15680918,Freeman,613,8,117300,139410,0
15663921,Pisani,429,7,0,163691,0
15716324,Ignatieff,665,9,143673,115147,0
15796969,Lahti,731,4,0,74945,0
15574783,Perkins,584,1,0,180364,0
15773487,Conway,634,8,76799,196022,0
15802486,Hayes,488,3,0,125979,0
15783398,Rizzo,535,7,115310,111422,0
15649418,Krylov,776,7,178171,115819,0
15604588,Li Fonti,850,3,0,179361,0
15735428,Talbot,673,0,0,82351,0
15629078,Matthias,850,5,127259,192744,1
15806880,Boyle,627,6,0,113408,0
15754999,Ch'eng,570,8,0,124641,0
15781034,Mason,796,5,0,54871,0
15622017,Bruno,773,10,0,98820,0
15705885,Smeaton,752,2,0,45571,0
15677382,Miller,625,1,107570,182336,0
15566843,Gotch,535,9,134874,118826,0
15608387,Fu,786,4,0,103373,0
15810786,O'Toole,620,3,0,43487,0
15626983,Ledford,605,6,0,40063,0
15773605,Iadanza,670,3,0,46176,0
15811261,Alaniz,617,0,70106,120831,0
15590606,Saunders,595,9,0,5967,0
15576644,Lin,687,4,78939,122135,1
15750264,Pinto,757,6,105129,62972,0
15741554,Streeter,746,2,113836,174816,0
15769051,Shaw,503,7,0,192841,0
15812198,Chen,543,1,100901,33311,1
15699772,Barclay,428,3,129248,72876,1
15744105,Kodilinyechukwu,768,3,109118,50911,0
15739858,Otitodilichukwu,618,7,0,142400,1
15723720,McKenzie,591,7,0,48778,0
15638355,Woods,658,5,126398,156362,1
15805637,Hsing,625,9,108546,133808,1
15629575,Wheare,717,2,148062,179129,1
15586243,Yobachi,667,8,122278,91811,0
15757931,Fang,804,3,0,173195,0
15716023,Pearson,693,1,0,182271,0
15647782,Brown,729,8,152899,177130,0
15716609,L?,484,3,134388,49955,1
15623791,Padovesi,632,3,109741,141897,0
15627262,Soto,536,6,92367,120662,0
15652693,Greco,573,4,129109,149815,1
15586993,Giordano,655,5,0,41783,0
15815560,Bogle,666,7,105103,46172,0
15584930,Grimmett,726,5,111375,2704,0
15799031,Ayers,523,3,0,6727,0
15810457,Miller,728,9,150412,170764,0
15697879,Webb,701,3,156661,45742,0
15594902,Lombardi,518,3,90958,162305,0
15799710,Wei,739,7,104960,80884,0
15659651,Ross,531,7,117053,118508,1
15645956,Jideofor,452,3,88916,69698,0
15651713,King,684,6,148071,183575,0
15737265,Nwokeocha,728,6,152183,161204,0
15687310,Humphries,783,9,0,143753,0
15607347,Olisaemeka,734,5,130056,121894,1
15698321,Yobanna,648,3,95040,147056,0
15657812,Ch'iu,688,1,0,172034,0
15569187,Fleming,680,9,0,143774,0
15681562,Trevisan,516,2,112774,139367,0
15615456,Aleksandrova,680,10,123806,81777,1
15589793,Onwuamaeze,604,8,144454,190999,1
15781884,Knox,624,9,94667,4471,0
15675190,Chia,623,10,0,135851,0
15600734,Townsend,624,5,174397,172373,0
15779176,Dike,565,3,108888,135876,1
15605286,Moyes,565,4,118803,128125,1
15674922,Beavers,710,6,171138,167024,1
15737506,Tretiakova,645,6,0,149807,0
15780514,Fuller,707,8,136679,54291,0
15623647,Dellucci,655,1,135516,86014,0
15668472,Ritchie,705,5,177800,79886,0
15692416,Aikenhead,358,8,143542,141959,1
15771139,Douglas,578,8,147487,66681,0
15738318,Kung,800,5,97764,98640,1
15772243,MacDonald,612,9,0,142798,1
15638463,Okwudilichukwu,681,8,139480,163582,0
15598088,Ni,559,5,0,163221,0
